"ENTREZID","category","gene_Symbol"
"5046","Mesothelial cells","PCSK6"
"1803","Mesothelial cells","DPP4"
"27289","Mesothelial cells","RND1"
"2634","Mesothelial cells","GBP2"
"84935","Mesothelial cells","MEDAG"
"367","Mesothelial cells","AR"
"3963","Mesothelial cells","LGALS7"
"55107","Mesothelial cells","ANO1"
"2940","Mesothelial cells","GSTA3"
"130497","Mesothelial cells","OSR1"
"57045","Mesothelial cells","TWSG1"
"283383","Mesothelial cells","ADGRD1"
"54675","Mesothelial cells","CRLS1"
"2318","Mesothelial cells","FLNC"
"5743","Mesothelial cells","PTGS2"
"717","Mesothelial cells","C2"
"2327","Mesothelial cells","FMO2"
"2331","Mesothelial cells","FMOD"
"2246","Mesothelial cells","FGF1"
"2202","Mesothelial cells","EFEMP1"
"80144","Mesothelial cells","FRAS1"
"284654","Mesothelial cells","RSPO1"
"5919","Mesothelial cells","RARRES2"
"2813","Microfold cells","GP2"
"6689","Microfold cells","SPIB"
"8993","Microfold cells","PGLYRP1"
"26298","Microfold cells","EHF"
"308","Microfold cells","ANXA5"
"30812","Microfold cells","SOX8"
"166968","Microfold cells","MIER3"
"4782","Microfold cells","NFIC"
"58191","Microfold cells","CXCL16"
"1509","Microfold cells","CTSD"
"6364","Microfold cells","CCL20"
"1512","Microfold cells","CTSH"
"65108","Microfold cells","MARCKSL1"
"5880","Microfold cells","RAC2"
"7127","Microfold cells","TNFAIP2"
"2171","Microfold cells","FABP5"
"2706","Microfold cells","GJB2"
"4240","Microfold cells","MFGE8"
"1535","Microfold cells","CYBA"
"7113","Microfold cells","TMPRSS2"
"196","Microfold cells","AHR"
"4520","Microfold cells","MTF1"
"5971","Microfold cells","RELB"
"56995","Microfold cells","TULP4"
"9480","Microfold cells","ONECUT2"
"2355","Microfold cells","FOSL2"
"3664","Microfold cells","IRF6"
"3660","Microfold cells","IRF2"
"4781","Microfold cells","NFIB"
"116113","Microfold cells","FOXP4"
"3684","Microglia","ITGAM"
"3687","Microglia","ITGAX"
"728","Microglia","C5AR1"
"1524","Microglia","CX3CR1"
"64805","Microglia","P2RY12"
"5027","Microglia","P2RX7"
"958","Microglia","CD40"
"54209","Microglia","TREM2"
"338773","Microglia","TMEM119"
"2857","Microglia","GPR34"
"7033","Microglia","TFF3"
"6299","Microglia","SALL1"
"1441","Microglia","CSF3R"
"10312","Microglia","TCIRG1"
"203328","Microglia","SUSD3"
"1880","Microglia","GPR183"
"7409","Microglia","VAV1"
"6518","Microglia","SLC2A5"
"50615","Microglia","IL21R"
"3587","Microglia","IL10RA"
"5724","Microglia","PTAFR"
"3902","Microglia","LAG3"
"953","Microglia","ENTPD1"
"154","Microglia","ADRB2"
NA,"Microglia","TMEM173"
"6916","Microglia","TBXAS1"
"5031","Microglia","P2RY6"
"53829","Microglia","P2RY13"
"1050","Microglia","CEBPA"
"4064","Microglia","CD180"
"4542","Microglia","MYO1F"
"56944","Microglia","OLFML3"
"6279","Microglia","S100A8"
"4056","Microglia","LTC4S"
"7046","Microglia","TGFBR1"
"6280","Microglia","S100A9"
"54947","Microglia","LPCAT2"
"3693","Microglia","ITGB5"
"3903","Microglia","LAIR1"
"8877","Microglia","SPHK1"
"81035","Microglia","COLEC12"
"8854","Microglia","ALDH1A2"
"165","Microglia","AEBP1"
"5730","Microglia","PTGDS"
"1234","Microglia","CCR5"
"11309","Microglia","SLCO2B1"
"5742","Microglia","PTGS1"
"54518","Microglia","APBB1IP"
"23191","Microglia","CYFIP1"
"27128","Microglia","CYTH4"
"10461","Microglia","MERTK"
"9935","Microglia","MAFB"
"27306","Microglia","HPGDS"
"51411","Microglia","BIN2"
NA,"Microglia","FAM105A"
"54918","Microglia","CMTM6"
"6351","Microglia","CCL4"
"6348","Microglia","CCL3"
"9034","Microglia","CCRL2"
"7351","Microglia","UCP2"
"7123","Microglia","CLEC3B"
"9902","Microglia","MRC2"
"10462","Microglia","CLEC10A"
"5196","Microglia","PF4"
"963","Microglia","CD53"
"2353","Microglia","FOS"
"1958","Microglia","EGR1"
"199","Microglia","AIF1"
"1520","Microglia","CTSS"
"1436","Microglia","CSF1R"
"6497","Microglia","SKI"
"713","Microglia","C1QB"
"5996","Monocytes","RGS1"
"200315","Monocytes","APOBEC3A"
"924","Monocytes","CD7"
"54790","Monocytes","TET2"
"958","Monocytes","CD40"
"8291","Monocytes","DYSF"
"1240","Monocytes","CMKLR1"
"4210","Monocytes","MEFV"
"3055","Monocytes","HCK"
"2215","Monocytes","FCGR3B"
"23569","Monocytes","PADI4"
"2693","Monocytes","GHSR"
"3687","Monocytes","ITGAX"
"6401","Monocytes","SELE"
"7099","Monocytes","TLR4"
"367","Monocytes","AR"
"7852","Monocytes","CXCR4"
"942","Monocytes","CD86"
"729230","Monocytes","CCR2"
"8764","Monocytes","TNFRSF14"
"51816","Monocytes","ADA2"
"4255","Monocytes","MGMT"
"929","Monocytes","CD14"
"945","Monocytes","CD33"
"3684","Monocytes","ITGAM"
"1636","Monocytes","ACE"
"2526","Monocytes","FUT4"
"3383","Monocytes","ICAM1"
"6402","Monocytes","SELL"
"9332","Monocytes","CD163"
"2209","Monocytes","FCGR1A"
"2213","Monocytes","FCGR2B"
"54","Monocytes","ACP5"
"4360","Monocytes","MRC1"
"7124","Monocytes","TNF"
"5328","Monocytes","PLAU"
"2633","Monocytes","GBP1"
"4938","Monocytes","OAS1"
"3665","Monocytes","IRF7"
"5359","Monocytes","PLSCR1"
"4599","Monocytes","MX1"
"3557","Monocytes","IL1RN"
"3122","Monocytes","HLA-DRA"
"3434","Monocytes","IFIT1"
"3620","Monocytes","IDO1"
"3437","Monocytes","IFIT3"
"8743","Monocytes","TNFSF10"
"3627","Monocytes","CXCL10"
"6280","Monocytes","S100A9"
"6279","Monocytes","S100A8"
"6275","Monocytes","S100A4"
"64581","Monocytes","CLEC7A"
"1441","Monocytes","CSF3R"
"4332","Monocytes","MNDA"
"64231","Monocytes","MS4A6A"
"678","Monocytes","ZFP36L2"
"4048","Monocytes","LTA4H"
"160364","Monocytes","CLEC12A"
"962","Monocytes","CD48"
"5657","Monocytes","PRTN3"
"2214","Monocytes","FCGR3A"
"1462","Monocytes","VCAN"
"10410","Monocytes","IFITM3"
"2335","Monocytes","FN1"
"2015","Monocytes","ADGRE1"
"960","Monocytes","CD44"
"1436","Monocytes","CSF1R"
"1524","Monocytes","CX3CR1"
"3683","Monocytes","ITGAL"
"5175","Monocytes","PECAM1"
"5788","Monocytes","PTPRC"
"6693","Monocytes","SPN"
"5660","Monocytes","PSAP"
"2219","Monocytes","FCN1"
"4069","Monocytes","LYZ"
"389","Monocytes","RHOC"
"29992","Monocytes","PILRA"
"64332","Monocytes","NFKBIZ"
"27163","Monocytes","NAAA"
"4061","Monocytes","LY6E"
"4067","Monocytes","LYN"
"58475","Monocytes","MS4A7"
"1051","Monocytes","CEBPB"
"968","Monocytes","CD68"
"10437","Monocytes","IFI30"
"6283","Monocytes","S100A12"
"5265","Monocytes","SERPINA1"
"5997","Monocytes","RGS2"
"7940","Monocytes","LST1"
"6688","Monocytes","SPI1"
"1890","Monocytes","TYMP"
"1475","Monocytes","CSTA"
"10875","Monocytes","FGL2"
"29108","Monocytes","PYCARD"
"1130","Monocytes","LYST"
"6348","Monocytes","CCL3"
"3553","Monocytes","IL1B"
"5199","Monocytes","CFP"
"948","Monocytes","CD36"
"3670","Motor neurons","ISL1"
"3110","Motor neurons","MNX1"
"64843","Motor neurons","ISL2"
"1103","Motor neurons","CHAT"
"338917","Motor neurons","VSX2"
"2019","Motor neurons","EN1"
"2128","Motor neurons","EVX1"
"344191","Motor neurons","EVX2"
"2246","Motor neurons","FGF1"
"8022","Motor neurons","LHX3"
"4825","Motor neurons","NKX6-1"
"4804","Motor neurons","NGFR"
"6492","Motor neurons","SIM1"
"7097","Müller cells","TLR2"
"3569","Müller cells","IL6"
"1269","Müller cells","CNR2"
"7422","Müller cells","VEGFA"
"92745","Müller cells","SLC38A5"
"10991","Müller cells","SLC38A3"
"90865","Müller cells","IL33"
"157506","Müller cells","RDH10"
"84631","Müller cells","SLITRK2"
"132204","Müller cells","SYNPR"
"54677","Müller cells","CROT"
"1428","Müller cells","CRYM"
"1297","Müller cells","COL9A1"
NA,"Müller cells","SIX3OS1"
"92196","Müller cells","DAPL1"
"361","Müller cells","AQP4"
"6017","Müller cells","RLBP1"
NA,"Müller cells","3"
"338917","Müller cells","VSX2"
"1277","Müller cells","COL1A1"
"1280","Müller cells","COL2A1"
"1281","Müller cells","COL3A1"
"1284","Müller cells","COL4A2"
"1289","Müller cells","COL5A1"
"1291","Müller cells","COL6A1"
"1301","Müller cells","COL11A1"
"2752","Müller cells","GLUL"
"1191","Müller cells","CLU"
"140576","Müller cells","S100A16"
"6657","Müller cells","SOX2"
"348","Müller cells","APOE"
"1622","Müller cells","DBI"
"2771","Müller cells","GNAI2"
"2861","Müller cells","GPR37"
"3759","Müller cells","KCNJ2"
"3766","Müller cells","KCNJ10"
"57405","Müller cells","SPC25"
"9445","Müller cells","ITM2B"
"23192","Müller cells","ATG4B"
"760","Müller cells","CA2"
"9889","Müller cells","ZBED4"
"9588","Müller cells","PRDX6"
"6507","Müller cells","SLC1A3"
"3280","Müller cells","HES1"
"3815","Müller cells","KIT"
"23418","Müller cells","CRB1"
"307","Müller cells","ANXA4"
"960","Müller cells","CD44"
"2949","Müller cells","GSTM5"
"6529","Müller cells","SLC6A1"
"653509","Müller cells","SFTPA1"
"3684","Myeloid-derived suppressor cells","ITGAM"
"2526","Myeloid-derived suppressor cells","FUT4"
"945","Myeloid-derived suppressor cells","CD33"
"1088","Myeloid-derived suppressor cells","CEACAM8"
"3566","Myeloid-derived suppressor cells","IL4R"
"729230","Myeloid-derived suppressor cells","CCR2"
"912","Myeloid-derived suppressor cells","CD1D"
"2214","Myeloid-derived suppressor cells","FCGR3A"
"3383","Myeloid-derived suppressor cells","ICAM1"
"941","Myeloid-derived suppressor cells","CD80"
"3577","Myeloid-derived suppressor cells","CXCR1"
"2015","Myeloid-derived suppressor cells","ADGRE1"
NA,"Myeloid-derived suppressor cells","GR1"
"6280","Myeloid-derived suppressor cells","S100A9"
"6275","Myeloid-derived suppressor cells","S100A4"
"6279","Myeloid-derived suppressor cells","S100A8"
"4656","Myoblasts","MYOG"
"3976","Myoblasts","LIF"
"4803","Myoblasts","NGF"
"3481","Myoblasts","IGF2"
"285","Myoblasts","ANGPT2"
"43","Myoblasts","ACHE"
"8038","Myoblasts","ADAM12"
"7169","Myoblasts","TPM2"
"2027","Myoblasts","ENO3"
"1674","Myoblasts","DES"
"1013","Myoblasts","CDH15"
"823","Myoblasts","CAPN1"
"4618","Myoblasts","MYF6"
"4617","Myoblasts","MYF5"
"4654","Myoblasts","MYOD1"
"5077","Myoblasts","PAX3"
"5081","Myoblasts","PAX7"
"6926","Myoblasts","TBX3"
"7273","Myoblasts","TTN"
"4593","Myoblasts","MUSK"
"2318","Myoblasts","FLNC"
"2264","Myoblasts","FGFR4"
"83931","Myoblasts","STK40"
"2919","Myoblasts","CXCL1"
"51330","Myoblasts","TNFRSF12A"
"379","Myoblasts","ARL4D"
"6347","Myoblasts","CCL2"
"4615","Myoblasts","MYD88"
"673","Myoblasts","BRAF"
"1956","Myoblasts","EGFR"
"7704","Myoblasts","ZBTB16"
"6495","Myoblasts","SIX1"
"23024","Myoblasts","PDZRN3"
"70","Myocytes","ACTC1"
"2274","Myocytes","FHL2"
"58","Myocytes","ACTA1"
"7135","Myocytes","TNNI1"
"7136","Myocytes","TNNI2"
"7138","Myocytes","TNNT1"
"7140","Myocytes","TNNT3"
"7134","Myocytes","TNNC1"
"7125","Myocytes","TNNC2"
"88","Myocytes","ACTN2"
"89","Myocytes","ACTN3"
"27063","Myocytes","ANKRD1"
"26287","Myocytes","ANKRD2"
"93661","Myocytes","CAPZA3"
"9575","Myocytes","CLOCK"
"1674","Myocytes","DES"
"1756","Myocytes","DMD"
"3565","Myocytes","IL4"
"3679","Myocytes","ITGA7"
"3908","Myocytes","LAMA2"
"3912","Myocytes","LAMB1"
"8861","Myocytes","LDB1"
"11155","Myocytes","LDB3"
"2660","Myocytes","MSTN"
"4619","Myocytes","MYH1"
"4622","Myocytes","MYH4"
"4625","Myocytes","MYH7"
"4626","Myocytes","MYH8"
"4077","Myocytes","NBR1"
"4703","Myocytes","NEB"
"4811","Myocytes","NID1"
"22795","Myocytes","NID2"
"29765","Myocytes","TMOD4"
"7169","Myocytes","TPM2"
"7273","Myocytes","TTN"
"4617","Myocytes","MYF5"
"4618","Myocytes","MYF6"
"4654","Myocytes","MYOD1"
"4656","Myocytes","MYOG"
"6495","Myocytes","SIX1"
"51804","Myocytes","SIX4"
"5077","Myocytes","PAX3"
"5081","Myocytes","PAX7"
"8038","Myocytes","ADAM12"
"23092","Myocytes","ARHGAP26"
"859","Myocytes","CAV3"
"1013","Myocytes","CDH15"
"1240","Myocytes","CMKLR1"
"7852","Myocytes","CXCR4"
"28514","Myocytes","DLL1"
"1793","Myocytes","DOCK1"
"80005","Myocytes","DOCK5"
"2318","Myocytes","FLNC"
"9922","Myocytes","IQSEC1"
"3675","Myocytes","ITGA3"
"4313","Myocytes","MMP2"
"4318","Myocytes","MMP9"
"4360","Myocytes","MRC1"
"79784","Myocytes","MYH14"
"4854","Myocytes","NOTCH3"
"4868","Myocytes","NPHS1"
"5337","Myocytes","PLD1"
"5588","Myocytes","PRKCQ"
"5739","Myocytes","PTGIR"
"5747","Myocytes","PTK2"
"5829","Myocytes","PXN"
"23213","Myocytes","SULF1"
"7204","Myocytes","TRIO"
"100287171","Myocytes","WASHC1"
"7456","Myocytes","WIPF1"
"4878","Myocytes","NPPA"
"4879","Myocytes","NPPB"
"1906","Myocytes","EDN1"
"2626","Myocytes","GATA4"
"140628","Myocytes","GATA5"
"4205","Myocytes","MEF2A"
"100271849","Myocytes","MEF2B"
"4209","Myocytes","MEF2D"
"64091","Myocytes","POPDC2"
"140578","Myocytes","CHODL"
"29895","Myocytes","MYLPF"
"4632","Myocytes","MYL1"
"1158","Myocytes","CKM"
"8557","Myocytes","TCAP"
"58529","Myocytes","MYOZ1"
"5837","Myocytes","PYGM"
"2027","Myocytes","ENO3"
"7060","Myocytes","THBS4"
"2810","Myoepithelial cells","SFN"
"59","Myoepithelial cells","ACTA2"
"1264","Myoepithelial cells","CNN1"
"761","Myoepithelial cells","CA3"
"4311","Myoepithelial cells","MME"
"135228","Myoepithelial cells","CD109"
"3861","Myoepithelial cells","KRT14"
"3872","Myoepithelial cells","KRT17"
"1956","Myoepithelial cells","EGFR"
"5268","Myoepithelial cells","SERPINB5"
"8626","Myoepithelial cells","TP63"
"4804","Myoepithelial cells","NGFR"
"1001","Myoepithelial cells","CDH3"
"4629","Myoepithelial cells","MYH11"
"10468","Myoepithelial cells","FST"
"72","Myoepithelial cells","ACTG2"
"4188","Myoepithelial cells","MDFI"
"5829","Myoepithelial cells","PXN"
"3914","Myoepithelial cells","LAMB3"
"3918","Myoepithelial cells","LAMC2"
"83743","Myoepithelial cells","GRWD1"
"8877","Myoepithelial cells","SPHK1"
"85027","Myoepithelial cells","SMIM3"
"3852","Myoepithelial cells","KRT5"
"4638","Myoepithelial cells","MYLK"
"10398","Myoepithelial cells","MYL9"
"1009","Myofibroblasts","CDH11"
"1674","Myofibroblasts","DES"
"23022","Myofibroblasts","PALLD"
"59","Myofibroblasts","ACTA2"
"2670","Myofibroblasts","GFAP"
"7145","Myofibroblasts","TNS1"
"800","Myofibroblasts","CALD1"
"10398","Myofibroblasts","MYL9"
"6876","Myofibroblasts","TAGLN"
"3595","Natural killer T cells","IL12RB2"
"23765","Natural killer T cells","IL17RA"
"3594","Natural killer T cells","IL12RB1"
"3820","Natural killer T cells","KLRB1"
"6095","Natural killer T cells","RORA"
"3689","Natural killer T cells","ITGB2"
"1958","Natural killer T cells","EGR1"
"1326","Natural killer T cells","MAP3K8"
"3164","Natural killer T cells","NR4A1"
"3002","Natural killer T cells","GZMB"
"943","Natural killer T cells","TNFRSF8"
"5551","Natural killer T cells","PRF1"
"3560","Natural killer T cells","IL2RB"
"7704","Natural killer T cells","ZBTB16"
"30009","Natural killer T cells","TBX21"
"2625","Natural killer T cells","GATA3"
"4684","Natural killer T cells","NCAM1"
"1901","Natural killer T cells","S1PR1"
"55359","Natural killer T cells","STYK1"
"6932","Natural killer T cells","TCF7"
"57823","Natural killer T cells","SLAMF7"
"7852","Natural killer T cells","CXCR4"
"960","Natural killer T cells","CD44"
"6656","Neural stem/precursor cells","SOX1"
"8842","Neural stem/precursor cells","PROM1"
"3480","Neural stem/precursor cells","IGF1R"
"221833","Neural stem/precursor cells","SP8"
"2670","Neural stem/precursor cells","GFAP"
"5935","Neural stem/precursor cells","RBM3"
"6658","Neural stem/precursor cells","SOX3"
"6285","Neural stem/precursor cells","S100B"
"6507","Neural stem/precursor cells","SLC1A3"
"58158","Neural stem/precursor cells","NEUROD4"
"4762","Neural stem/precursor cells","NEUROG1"
"63973","Neural stem/precursor cells","NEUROG2"
"4807","Neural stem/precursor cells","NHLH1"
"10842","Neural stem/precursor cells","PPP1R17"
"84899","Neural stem/precursor cells","TMTC4"
"8320","Neural stem/precursor cells","EOMES"
"130271","Neural stem/precursor cells","PLEKHH2"
"7098","Neural stem/precursor cells","TLR3"
"64761","Neural stem/precursor cells","PARP12"
"5027","Neural stem/precursor cells","P2RX7"
"100505573","Neural stem/precursor cells","INAFM2"
"9636","Neural stem/precursor cells","ISG15"
"3486","Neural stem/precursor cells","IGFBP3"
"3434","Neural stem/precursor cells","IFIT1"
"10561","Neural stem/precursor cells","IFI44"
"4249","Neural stem/precursor cells","MGAT5"
"55872","Neural stem/precursor cells","PBK"
"1746","Neural stem/precursor cells","DLX2"
"11335","Neural stem/precursor cells","CBX3"
"390","Neural stem/precursor cells","RND3"
"1749","Neural stem/precursor cells","DLX5"
"100131390","Neural stem/precursor cells","SP9"
"5456","Neural stem/precursor cells","POU3F4"
"343472","Neural stem/precursor cells","BARHL2"
"56956","Neural stem/precursor cells","LHX9"
"6474","Neural stem/precursor cells","SHOX2"
"120237","Neural stem/precursor cells","DBX1"
"10683","Neural stem/precursor cells","DLL3"
"5308","Neural stem/precursor cells","PITX2"
"5013","Neural stem/precursor cells","OTX1"
"170302","Neural stem/precursor cells","ARX"
"30010","Neural stem/precursor cells","NXPH1"
"27324","Neural stem/precursor cells","TOX3"
"430","Neural stem/precursor cells","ASCL2"
"388585","Neural stem/precursor cells","HES5"
"84525","Neural stem/precursor cells","HOPX"
"4760","Neural stem/precursor cells","NEUROD1"
"646960","Neural stem/precursor cells","PRSS56"
"6662","Neural stem/precursor cells","SOX9"
"230","Neural stem/precursor cells","ALDOC"
"348","Neural stem/precursor cells","APOE"
"3400","Neural stem/precursor cells","ID4"
"6657","Neural stem/precursor cells","SOX2"
"1641","Neural stem/precursor cells","DCX"
"894","Neural stem/precursor cells","CCND2"
"1745","Neural stem/precursor cells","DLX1"
"6277","Neural stem/precursor cells","S100A6"
"22854","Neuroblasts","NTNG1"
"10194","Neuroblasts","TSHZ1"
"100131390","Neuroblasts","SP9"
"221833","Neuroblasts","SP8"
"60675","Neuroblasts","PROK2"
"429","Neuroblasts","ASCL1"
"10683","Neuroblasts","DLL3"
"27164","Neuroblasts","SALL3"
"374946","Neuroblasts","DRAXIN"
"2066","Neuroblasts","ERBB4"
"22954","Neuroblasts","TRIM32"
"347252","Neuroblasts","IGFBPL1"
"8320","Neuroblasts","EOMES"
"5087","Neuroblasts","PBX1"
"23316","Neuroblasts","CUX2"
"3670","Neuroblasts","ISL1"
"5252","Neuroblasts","PHF1"
"4762","Neuroblasts","NEUROG1"
"4825","Neuroblasts","NKX6-1"
"63973","Neuroblasts","NEUROG2"
"5598","Neuroblasts","MAPK7"
"128674","Neuroblasts","PROKR2"
"11281","Neuroblasts","POU6F2"
"3655","Neuroblasts","ITGA6"
"1943","Neuroblasts","EFNA2"
"1641","Neuroblasts","DCX"
"886","Neuroblasts","CCKAR"
"887","Neuroblasts","CCKBR"
"2915","Neuroblasts","GRM5"
"2146","Neuroblasts","EZH2"
"1746","Neuroblasts","DLX2"
"2011","Neuroblasts","MARK2"
"7804","Neuroblasts","LRP8"
"7436","Neuroblasts","VLDLR"
"1600","Neuroblasts","DAB1"
"1463","Neuroblasts","NCAN"
"2043","Neuroblasts","EPHA4"
"10460","Neuroblasts","TACC3"
"1956","Neuroblasts","EGFR"
"10381","Neuroblasts","TUBB3"
"23411","Neuroblasts","SIRT1"
"4684","Neuroblasts","NCAM1"
"4760","Neuroblasts","NEUROD1"
"10590","Neuroblasts","SCGN"
"354","Neuroblasts","KLK3"
"10763","Neuroblasts","NES"
"7490","Neuroblasts","WT1"
"9889","Neuroblasts","ZBED4"
"5627","Neuroblasts","PROS1"
"1268","Neuroblasts","CNR1"
"84152","Neuroendocrine cells","PPP1R1B"
"23122","Neuroendocrine cells","CLASP2"
NA,"Neuroendocrine cells","MKL2"
"53822","Neuroendocrine cells","FXYD7"
"8193","Neuroendocrine cells","DPF1"
"5179","Neuroendocrine cells","PENK"
"2915","Neuroendocrine cells","GRM5"
"94097","Neuroendocrine cells","SFXN5"
"6863","Neuroendocrine cells","TAC1"
"317762","Neuroendocrine cells","CCDC85C"
"6310","Neuroendocrine cells","ATXN1"
"54112","Neuroendocrine cells","GPR88"
"10846","Neuroendocrine cells","PDE10A"
"6750","Neuroendocrine cells","SST"
"9547","Neuroendocrine cells","CXCL14"
"4852","Neuroendocrine cells","NPY"
"4900","Neuroendocrine cells","NRGN"
"6327","Neuroendocrine cells","SCN2B"
"11057","Neuroendocrine cells","ABHD2"
"6695","Neuroendocrine cells","SPOCK1"
"257194","Neuroendocrine cells","NEGR1"
"78986","Neuroendocrine cells","DUSP26"
"398","Neuroendocrine cells","ARHGDIG"
"885","Neuroendocrine cells","CCK"
"8492","Neuroendocrine cells","PRSS12"
"5274","Neuroendocrine cells","SERPINI1"
"4821","Neuroendocrine cells","NKX2-2"
"2026","Neurons","ENO2"
"146713","Neurons","RBFOX3"
"1103","Neurons","CHAT"
"7054","Neurons","TH"
"793","Neurons","CALB1"
"794","Neurons","CALB2"
"3670","Neurons","ISL1"
"2056","Neurons","EPO"
"1440","Neurons","CSF3"
"4744","Neurons","NEFH"
"4741","Neurons","NEFM"
"1742","Neurons","DLG4"
"57468","Neurons","SLC12A5"
"2554","Neurons","GABRA1"
"358","Neurons","AQP1"
"3437","Neurons","IFIT3"
"6556","Neurons","SLC11A1"
"7033","Neurons","TFF3"
"6505","Neurons","SLC1A1"
"2919","Neurons","CXCL1"
"643","Neurons","CXCR5"
"9447","Neurons","AIM2"
"4147","Neurons","MATN2"
"120103","Neurons","SLC36A4"
"5630","Neurons","PRPH"
"4204","Neurons","MECP2"
"9610","Neurons","RIN1"
"4975","Neurons","OMP"
"5781","Neurons","PTPN11"
"2693","Neurons","GHSR"
